latitude,longitude
40.66616,-73.93288
40.74908,-73.99446
40.64672,-73.95397
40.80037,-73.94338
40.74882,-73.99476
40.5973,-73.74712
40.58959,-73.81339
40.66248,-73.8919
40.68072,-73.94138
40.81951,-73.95308
40.67922,-73.79092
40.81349,-73.95326
40.79346,-73.94374
40.65482,-74.01142
40.69141,-73.94652
40.59262,-73.78894
40.65715,-73.94925
40.68901,-73.95677
40.69892,-73.95498
40.80973,-73.94374
40.6748,-73.94521
40.80454,-73.9462
40.81992,-73.92809
40.63031,-74.08091
40.69003,-73.82132
40.63398,-74.07871
40.67337,-73.92492
40.68303,-73.92449
40.79052,-73.9485
40.84902,-73.89993
40.68208,-73.94965
40.66146,-73.95063
40.69071,-73.93739
40.59083,-73.78898
40.79682,-73.93614
40.82966,-73.94831
40.61266,-74.0011
40.69374,-73.92077
40.58418,-73.95929
40.75921,-73.8758
40.79678,-73.9344
40.69135,-73.8067
40.676884,-73.907265
40.68398,-73.874
40.66553,-73.95638
40.75552,-73.96699
40.59739,-73.79898
40.75618,-73.93703
40.6618,-73.91616
40.66908,-73.93196
40.84163,-73.92639
40.66018,-73.93995
40.79751,-73.93328
40.76725,-73.95852
